trail_act,trail_dist,tp_mult,max_bars,trades,wr,pf,net_pct,final_eq,max_dd,calmar
2.5,0.5,5.5,25,11,90.9,75.775,11.66,11165.68,-0.15,76.068
2.5,0.5,5.5,30,11,90.9,43.112,13.4,11339.8,-0.31,42.84
2.5,0.5,5.5,0,11,90.9,11.886,14.54,11453.7,-1.31,11.074
2.5,0.5,6.0,18,11,54.5,5.296,8.0,10800.17,-1.19,6.705
2.5,0.5,6.0,22,11,63.6,9.604,10.28,11027.54,-0.85,12.106
2.5,0.5,6.0,25,11,90.9,79.271,12.2,11220.18,-0.15,79.625
2.5,0.5,6.0,30,11,90.9,44.852,13.95,11395.15,-0.31,44.61
2.5,0.5,6.0,0,11,90.9,12.301,15.09,11509.19,-1.31,11.496
2.5,0.6,4.0,18,11,54.5,4.079,5.7,10569.79,-1.19,4.775
2.5,0.6,4.0,22,11,63.6,7.598,7.87,10786.99,-0.85,9.272
2.5,0.6,4.0,25,11,90.9,63.604,9.75,10975.43,-0.15,63.653
2.5,0.6,4.0,30,11,90.9,36.711,11.36,11135.55,-0.31,36.309
2.5,0.6,4.0,0,11,90.9,9.729,11.65,11165.08,-1.31,8.875
2.5,0.6,4.5,18,11,54.5,4.488,6.48,10647.88,-1.19,5.429
2.5,0.6,4.5,22,11,63.6,8.248,8.67,10866.69,-0.85,10.211
2.5,0.6,4.5,25,11,90.9,68.642,10.57,11056.52,-0.15,68.944
2.5,0.6,4.5,30,11,90.9,39.204,12.18,11217.82,-0.31,38.94
2.5,0.6,4.5,0,11,90.9,10.531,12.75,11275.21,-1.31,9.714
2.5,0.6,5.0,18,11,54.5,4.634,6.74,10674.21,-1.19,5.65
2.5,0.6,5.0,22,11,63.6,8.491,8.94,10893.56,-0.85,10.527
2.5,0.6,5.0,25,11,90.9,70.561,10.84,11083.86,-0.15,70.729
2.5,0.6,5.0,30,11,90.9,40.169,12.46,11245.56,-0.31,39.827
2.5,0.6,5.0,0,11,90.9,10.97,13.31,11330.81,-1.31,10.138
2.5,0.6,5.5,18,11,54.5,4.911,7.26,10726.44,-1.19,6.088
2.5,0.6,5.5,22,11,63.6,8.938,9.47,10946.86,-0.85,11.155
2.5,0.6,5.5,25,11,90.9,74.041,11.38,11138.09,-0.15,74.268
2.5,0.6,5.5,30,11,90.9,41.9,13.01,11300.59,-0.31,41.586
2.5,0.6,5.5,0,11,90.9,11.594,14.14,11414.1,-1.31,10.772
2.5,0.6,6.0,18,11,54.5,5.187,7.79,10778.8,-1.19,6.526
2.5,0.6,6.0,22,11,63.6,9.386,10.0,11000.3,-0.85,11.785
2.5,0.6,6.0,25,11,90.9,77.531,11.92,11192.46,-0.15,77.816
2.5,0.6,6.0,30,11,90.9,43.634,13.56,11355.75,-0.31,43.35
2.5,0.6,6.0,0,11,90.9,11.967,14.64,11463.79,-1.31,11.151
2.5,0.8,4.0,18,11,54.5,4.01,5.57,10556.9,-1.19,4.667
2.5,0.8,4.0,22,11,63.6,7.399,7.63,10763.21,-0.85,8.992
2.5,0.8,4.0,25,11,90.9,62.051,9.51,10951.23,-0.15,62.074
2.5,0.8,4.0,30,11,90.9,35.247,10.89,11089.0,-0.31,34.821
2.5,0.8,4.0,0,11,90.9,9.379,11.18,11118.4,-1.31,8.52
2.5,0.8,4.5,18,11,54.5,4.419,6.35,10634.89,-1.19,5.32
2.5,0.8,4.5,22,11,63.6,8.049,8.43,10842.73,-0.85,9.929
2.5,0.8,4.5,25,11,90.9,67.081,10.32,11032.14,-0.15,67.354
2.5,0.8,4.5,30,11,90.9,37.733,11.71,11170.92,-0.31,37.44
2.5,0.8,4.5,0,11,90.9,10.178,12.28,11228.07,-1.31,9.355
2.5,0.8,5.0,18,11,54.5,4.511,6.51,10650.7,-1.19,5.453
2.5,0.8,5.0,22,11,63.6,8.208,8.59,10858.85,-0.85,10.119
2.5,0.8,5.0,25,11,90.9,68.361,10.49,11048.55,-0.15,68.424
2.5,0.8,5.0,30,11,90.9,38.381,11.88,11187.54,-0.31,37.972
2.5,0.8,5.0,0,11,90.9,10.542,12.72,11272.34,-1.31,9.692
2.5,0.8,5.5,18,11,54.5,4.788,7.03,10702.82,-1.19,5.89
2.5,0.8,5.5,22,11,63.6,8.654,9.12,10911.99,-0.85,10.744
2.5,0.8,5.5,25,11,90.9,71.834,11.03,11102.61,-0.15,71.952
2.5,0.8,5.5,30,11,90.9,40.105,12.42,11242.28,-0.31,39.722
2.5,0.8,5.5,0,11,90.9,11.163,13.55,11355.2,-1.31,10.323
2.5,0.8,6.0,18,11,54.5,5.064,7.55,10755.06,-1.19,6.327
2.5,0.8,6.0,22,11,63.6,9.101,9.65,10965.25,-0.85,11.372
2.5,0.8,6.0,25,11,90.9,75.315,11.57,11156.8,-0.15,75.489
2.5,0.8,6.0,30,11,90.9,41.832,12.97,11297.15,-0.31,41.477
2.5,0.8,6.0,0,11,90.9,11.45,13.94,11393.51,-1.31,10.615
3.0,0.3,4.0,18,11,45.5,3.977,5.73,10573.04,-1.19,4.802
3.0,0.3,4.0,22,11,63.6,7.923,8.29,10829.37,-0.85,9.771
3.0,0.3,4.0,25,11,90.9,69.883,10.73,11073.26,-0.15,70.037
3.0,0.3,4.0,30,11,90.9,40.883,12.68,11268.22,-0.31,40.551
3.0,0.3,4.0,0,11,90.9,10.725,12.98,11298.1,-1.31,9.888
3.0,0.3,4.5,18,11,45.5,4.369,6.51,10651.15,-1.19,5.457
3.0,0.3,4.5,22,11,63.6,8.572,9.09,10909.37,-0.85,10.714
3.0,0.3,4.5,25,11,90.9,74.952,11.55,11155.07,-0.15,75.376
3.0,0.3,4.5,30,11,90.9,43.397,13.51,11351.47,-0.31,43.213
3.0,0.3,4.5,0,11,90.9,11.534,14.1,11409.54,-1.31,10.737
3.0,0.3,5.0,18,11,45.5,4.586,6.93,10693.24,-1.19,5.809
3.0,0.3,5.0,22,11,63.6,8.939,9.52,10952.49,-0.85,11.222
3.0,0.3,5.0,25,11,90.9,77.847,11.99,11199.15,-0.15,78.252
3.0,0.3,5.0,30,11,90.9,44.846,13.96,11396.33,-0.31,44.648
3.0,0.3,5.0,0,11,90.9,12.092,14.83,11482.71,-1.31,11.295
3.0,0.3,5.5,18,11,45.5,4.851,7.46,10745.56,-1.19,6.248
3.0,0.3,5.5,22,11,63.6,9.385,10.06,11006.08,-0.85,11.853
3.0,0.3,5.5,25,11,90.9,81.359,12.54,11253.95,-0.15,81.828
3.0,0.3,5.5,30,11,90.9,46.597,14.52,11452.09,-0.31,46.431
3.0,0.3,5.5,0,11,90.9,12.723,15.67,11567.12,-1.31,11.938
3.0,0.3,6.0,18,11,45.5,5.117,7.98,10798.01,-1.19,6.687
3.0,0.3,6.0,22,11,63.6,9.833,10.6,11059.8,-0.85,12.486
3.0,0.3,6.0,25,11,90.9,84.879,13.09,11308.88,-0.15,85.413
3.0,0.3,6.0,30,11,90.9,48.352,15.08,11507.99,-0.31,48.218
3.0,0.3,6.0,0,11,90.9,13.227,16.35,11634.5,-1.31,12.451
3.0,0.4,4.0,18,11,45.5,3.925,5.63,10562.58,-1.19,4.714
3.0,0.4,4.0,22,11,63.6,7.794,8.13,10813.33,-0.85,9.582
3.0,0.4,4.0,25,11,90.9,68.478,10.51,11051.37,-0.15,68.609
3.0,0.4,4.0,30,11,90.9,39.833,12.35,11234.82,-0.31,39.484
3.0,0.4,4.0,0,11,90.9,10.475,12.65,11264.61,-1.31,9.633
3.0,0.4,4.5,18,11,45.5,4.318,6.41,10640.62,-1.19,5.368
3.0,0.4,4.5,22,11,63.6,8.443,8.93,10893.22,-0.85,10.523
3.0,0.4,4.5,25,11,90.9,73.54,11.33,11133.02,-0.15,73.937
3.0,0.4,4.5,30,11,90.9,42.342,13.18,11317.83,-0.31,42.138
3.0,0.4,4.5,0,11,90.9,11.282,13.76,11375.73,-1.31,10.48
3.0,0.4,5.0,18,11,45.5,4.509,6.77,10677.42,-1.19,5.677
3.0,0.4,5.0,22,11,63.6,8.768,9.31,10930.9,-0.85,10.967
3.0,0.4,5.0,25,11,90.9,76.113,11.72,11171.53,-0.15,76.45
3.0,0.4,5.0,30,11,90.9,43.631,13.57,11356.97,-0.31,43.389
3.0,0.4,5.0,0,11,90.9,11.801,14.43,11443.06,-1.31,10.993
3.0,0.4,5.5,18,11,45.5,4.774,7.3,10729.67,-1.19,6.115
3.0,0.4,5.5,22,11,63.6,9.215,9.84,10984.38,-0.85,11.597
3.0,0.4,5.5,25,11,90.9,79.618,12.26,11226.19,-0.15,80.017
3.0,0.4,5.5,30,11,90.9,45.377,14.13,11412.54,-0.31,45.166
3.0,0.4,5.5,0,11,90.9,12.43,15.27,11527.18,-1.31,11.633
3.0,0.4,6.0,18,11,45.5,5.04,7.82,10782.04,-1.19,6.553
3.0,0.4,6.0,22,11,63.6,9.662,10.38,11038.0,-0.85,12.229
3.0,0.4,6.0,25,11,90.9,83.131,12.81,11280.99,-0.15,83.593
3.0,0.4,6.0,30,11,90.9,47.127,14.68,11468.25,-0.31,46.947
3.0,0.4,6.0,0,11,90.9,12.89,15.89,11588.67,-1.31,12.102
3.0,0.5,4.0,18,11,45.5,3.873,5.52,10552.13,-1.19,4.627
3.0,0.5,4.0,22,11,63.6,7.665,7.97,10797.31,-0.85,9.393
3.0,0.5,4.0,25,11,90.9,67.075,10.3,11029.51,-0.15,67.182
3.0,0.5,4.0,30,11,90.9,38.785,12.02,11201.51,-0.31,38.418
3.0,0.5,4.0,0,11,90.9,10.224,12.31,11231.21,-1.31,9.379
3.0,0.5,4.5,18,11,45.5,4.266,6.3,10630.09,-1.19,5.28
3.0,0.5,4.5,22,11,63.6,8.314,8.77,10877.08,-0.85,10.333
3.0,0.5,4.5,25,11,90.9,72.13,11.11,11111.0,-0.15,72.5
3.0,0.5,4.5,30,11,90.9,41.289,12.84,11284.27,-0.31,41.065
3.0,0.5,4.5,0,11,90.9,11.03,13.42,11342.0,-1.31,10.223
3.0,0.5,5.0,18,11,45.5,4.432,6.62,10661.62,-1.19,5.544
3.0,0.5,5.0,22,11,63.6,8.598,9.09,10909.34,-0.85,10.713
3.0,0.5,5.0,25,11,90.9,74.382,11.44,11143.95,-0.15,74.65
3.0,0.5,5.0,30,11,90.9,42.419,13.18,11317.74,-0.31,42.135
3.0,0.5,5.0,0,11,90.9,11.51,14.04,11403.53,-1.31,10.692
3.0,0.5,5.5,18,11,45.5,4.697,7.14,10713.78,-1.19,5.982
3.0,0.5,5.5,22,11,63.6,9.044,9.63,10962.72,-0.85,11.342
3.0,0.5,5.5,25,11,90.9,77.879,11.98,11198.48,-0.15,78.209
3.0,0.5,5.5,30,11,90.9,44.159,13.73,11373.11,-0.31,43.906
3.0,0.5,5.5,0,11,90.9,12.138,14.87,11487.35,-1.31,11.33
3.0,0.5,6.0,18,11,45.5,4.963,7.66,10766.08,-1.19,6.42
3.0,0.5,6.0,22,11,63.6,9.491,10.16,11016.23,-0.85,11.973
3.0,0.5,6.0,25,11,90.9,81.386,12.53,11253.14,-0.15,81.776
3.0,0.5,6.0,30,11,90.9,45.904,14.29,11428.63,-0.31,45.681
3.0,0.5,6.0,0,11,90.9,12.554,15.43,11543.0,-1.31,11.754
3.0,0.6,4.0,18,11,45.5,4.167,6.12,10611.73,-1.19,5.126
3.0,0.6,4.0,22,11,63.6,8.101,8.53,10852.95,-0.85,10.049
3.0,0.6,4.0,25,11,90.9,70.369,10.81,11080.84,-0.15,70.532
3.0,0.6,4.0,30,11,90.9,40.074,12.42,11242.49,-0.31,39.729
3.0,0.6,4.0,0,11,90.9,10.532,12.72,11272.3,-1.31,9.692
3.0,0.6,4.5,18,11,45.5,4.519,6.82,10681.81,-1.19,5.714
3.0,0.6,4.5,22,11,63.6,8.683,9.25,10924.62,-0.85,10.893
3.0,0.6,4.5,25,11,90.9,74.884,11.54,11154.02,-0.15,75.307
3.0,0.6,4.5,30,11,90.9,42.308,13.17,11316.74,-0.31,42.103
3.0,0.6,4.5,0,11,90.9,11.274,13.75,11374.64,-1.31,10.471
3.0,0.6,5.0,18,11,45.5,4.659,7.08,10708.23,-1.19,5.935
3.0,0.6,5.0,22,11,63.6,8.927,9.52,10951.64,-0.85,11.212
3.0,0.6,5.0,25,11,90.9,76.834,11.82,11181.6,-0.15,77.107
3.0,0.6,5.0,30,11,90.9,43.288,13.45,11344.73,-0.31,42.998
3.0,0.6,5.0,0,11,90.9,11.719,14.31,11430.72,-1.31,10.899
3.0,0.6,5.5,18,11,45.5,4.924,7.61,10760.63,-1.19,6.374
3.0,0.6,5.5,22,11,63.6,9.373,10.05,11005.23,-0.85,11.843
3.0,0.6,5.5,25,11,90.9,80.345,12.36,11236.31,-0.15,80.677
3.0,0.6,5.5,30,11,90.9,45.033,14.0,11400.24,-0.31,44.773
3.0,0.6,5.5,0,11,90.9,12.348,15.15,11514.75,-1.31,11.539
3.0,0.6,6.0,18,11,45.5,5.19,8.13,10813.15,-1.19,6.814
3.0,0.6,6.0,22,11,63.6,9.82,10.59,11058.94,-0.85,12.476
3.0,0.6,6.0,25,11,90.9,83.865,12.91,11291.16,-0.15,84.256
3.0,0.6,6.0,30,11,90.9,46.783,14.56,11455.88,-0.31,46.552
3.0,0.6,6.0,0,11,90.9,12.724,15.65,11564.89,-1.31,11.921
3.0,0.8,4.0,18,11,45.5,4.207,6.2,10619.89,-1.19,5.195
3.0,0.8,4.0,22,11,63.6,8.077,8.51,10850.58,-0.85,10.021
3.0,0.8,4.0,25,11,90.9,69.506,10.67,11067.39,-0.15,69.654
3.0,0.8,4.0,30,11,90.9,38.946,12.07,11206.62,-0.31,38.582
3.0,0.8,4.0,0,11,90.9,10.263,12.36,11236.33,-1.31,9.418
3.0,0.8,4.5,18,11,45.5,4.508,6.8,10679.5,-1.19,5.694
3.0,0.8,4.5,22,11,63.6,8.575,9.11,10911.49,-0.85,10.739
3.0,0.8,4.5,25,11,90.9,73.316,11.3,11129.52,-0.15,73.708
3.0,0.8,4.5,30,11,90.9,40.826,12.7,11269.53,-0.31,40.593
3.0,0.8,4.5,0,11,90.9,10.919,13.27,11327.18,-1.31,10.11
3.0,0.8,5.0,18,11,45.5,4.597,6.95,10695.38,-1.19,5.827
3.0,0.8,5.0,22,11,63.6,8.736,9.28,10927.72,-0.85,10.93
3.0,0.8,5.0,25,11,90.9,74.626,11.46,11146.07,-0.15,74.789
3.0,0.8,5.0,30,11,90.9,41.49,12.86,11286.29,-0.31,41.129
3.0,0.8,5.0,0,11,90.9,11.288,13.72,11371.84,-1.31,10.45
3.0,0.8,5.5,18,11,45.5,4.862,7.48,10747.72,-1.19,6.266
3.0,0.8,5.5,22,11,63.6,9.182,9.81,10981.19,-0.85,11.56
3.0,0.8,5.5,25,11,90.9,78.13,12.01,11200.61,-0.15,78.348
3.0,0.8,5.5,30,11,90.9,43.228,13.42,11341.51,-0.31,42.895
3.0,0.8,5.5,0,11,90.9,11.915,14.55,11455.43,-1.31,11.087
3.0,0.8,6.0,18,11,45.5,5.128,8.0,10800.18,-1.19,6.705
3.0,0.8,6.0,22,11,63.6,9.629,10.35,11034.79,-0.85,12.191
3.0,0.8,6.0,25,11,90.9,81.642,12.55,11255.28,-0.15,81.915
3.0,0.8,6.0,30,11,90.9,44.971,13.97,11396.87,-0.31,44.665
3.0,0.8,6.0,0,11,90.9,12.204,14.94,11494.08,-1.31,11.381
3.5,0.3,4.0,18,11,45.5,4.413,6.62,10662.1,-1.19,5.548
3.5,0.3,4.0,22,11,63.6,8.017,8.46,10845.85,-0.85,9.965
3.5,0.3,4.0,25,11,90.9,72.112,11.08,11108.0,-0.15,72.304
3.5,0.3,4.0,30,11,90.9,48.139,14.99,11498.95,-0.31,47.929
3.5,0.3,4.0,0,10,90.0,11.318,13.77,11377.13,-1.31,10.49
3.5,0.3,4.5,18,11,45.5,4.84,7.48,10748.35,-1.19,6.271
3.5,0.3,4.5,22,11,63.6,8.722,9.34,10933.6,-0.85,10.999
3.5,0.3,4.5,25,11,90.9,77.691,11.98,11197.86,-0.15,78.168
3.5,0.3,4.5,30,11,90.9,51.835,16.2,11620.44,-0.31,51.814
3.5,0.3,4.5,0,10,90.0,12.402,15.26,11525.61,-1.31,11.622
3.5,0.3,5.0,18,11,45.5,5.057,7.91,10790.83,-1.19,6.627
3.5,0.3,5.0,22,11,63.6,9.087,9.77,10976.8,-0.85,11.508
3.5,0.3,5.0,25,11,90.9,80.6,12.42,11242.11,-0.15,81.056
3.5,0.3,5.0,30,11,90.9,54.223,16.95,11694.95,-0.31,54.196
3.5,0.3,5.0,0,10,90.0,12.841,15.83,11582.87,-1.31,12.058
3.5,0.3,5.5,18,11,45.5,5.322,8.44,10843.63,-1.19,7.07
3.5,0.3,5.5,22,11,63.6,9.532,10.31,11030.51,-0.85,12.141
3.5,0.3,5.5,25,11,90.9,84.125,12.97,11297.12,-0.15,84.646
3.5,0.3,5.5,30,11,90.9,56.922,17.81,11780.9,-0.31,56.944
3.5,0.3,5.5,0,10,90.0,13.478,16.68,11668.01,-1.31,12.706
3.5,0.3,6.0,18,11,45.5,5.586,8.97,10896.56,-1.19,7.513
3.5,0.3,6.0,22,11,63.6,9.978,10.84,11084.36,-0.85,12.775
3.5,0.3,6.0,25,11,90.9,87.659,13.52,11352.26,-0.15,88.244
3.5,0.3,6.0,30,11,90.9,59.634,18.67,11867.26,-0.31,59.706
3.5,0.3,6.0,0,10,90.0,13.987,17.36,11735.98,-1.31,13.224
3.5,0.4,4.0,18,11,45.5,4.387,6.57,10656.84,-1.19,5.504
3.5,0.4,4.0,22,11,63.6,7.975,8.41,10840.5,-0.85,9.902
3.5,0.4,4.0,25,11,90.9,71.761,11.03,11102.52,-0.15,71.946
3.5,0.4,4.0,30,11,90.9,47.604,14.82,11481.93,-0.31,47.385
3.5,0.4,4.0,0,10,90.0,11.191,13.6,11360.29,-1.31,10.362
3.5,0.4,4.5,18,11,45.5,4.789,7.38,10737.77,-1.19,6.183
3.5,0.4,4.5,22,11,63.6,8.639,9.23,10922.83,-0.85,10.872
3.5,0.4,4.5,25,11,90.9,76.986,11.87,11186.84,-0.15,77.449
3.5,0.4,4.5,30,11,90.9,51.117,15.98,11597.54,-0.31,51.082
3.5,0.4,4.5,0,10,90.0,12.232,15.03,11502.9,-1.31,11.449
3.5,0.4,5.0,18,11,45.5,4.981,7.75,10774.91,-1.19,6.494
3.5,0.4,5.0,22,11,63.6,8.963,9.61,10960.61,-0.85,11.317
3.5,0.4,5.0,25,11,90.9,79.576,12.26,11225.53,-0.15,79.974
3.5,0.4,5.0,30,11,90.9,53.345,16.66,11666.17,-0.31,53.276
3.5,0.4,5.0,0,10,90.0,12.591,15.49,11548.69,-1.31,11.797
3.5,0.4,5.5,18,11,45.5,5.246,8.28,10827.64,-1.19,6.936
3.5,0.4,5.5,22,11,63.6,9.407,10.14,11014.24,-0.85,11.949
3.5,0.4,5.5,25,11,90.9,83.098,12.8,11280.46,-0.15,83.558
3.5,0.4,5.5,30,11,90.9,56.038,17.52,11751.91,-0.31,56.017
3.5,0.4,5.5,0,10,90.0,13.227,16.34,11633.58,-1.31,12.444
3.5,0.4,6.0,18,11,45.5,5.511,8.8,10880.49,-1.19,7.378
3.5,0.4,6.0,22,11,63.6,9.853,10.68,11068.01,-0.85,12.583
3.5,0.4,6.0,25,11,90.9,86.628,13.36,11335.52,-0.15,87.151
3.5,0.4,6.0,30,11,90.9,58.745,18.38,11838.06,-0.31,58.772
3.5,0.4,6.0,0,10,90.0,13.691,16.96,11695.65,-1.31,12.917
3.5,0.5,4.0,18,11,45.5,4.362,6.52,10651.58,-1.19,5.46
3.5,0.5,4.0,22,11,63.6,7.933,8.35,10835.15,-0.85,9.839
3.5,0.5,4.0,25,11,90.9,71.409,10.97,11097.04,-0.15,71.589
3.5,0.5,4.0,30,11,90.9,47.069,14.65,11464.92,-0.31,46.841
3.5,0.5,4.0,0,10,90.0,11.065,13.43,11343.47,-1.31,10.234
3.5,0.5,4.5,18,11,45.5,4.738,7.27,10727.2,-1.19,6.094
3.5,0.5,4.5,22,11,63.6,8.555,9.12,10912.07,-0.85,10.746
3.5,0.5,4.5,25,11,90.9,76.28,11.76,11175.82,-0.15,76.73
3.5,0.5,4.5,30,11,90.9,50.399,15.75,11574.68,-0.31,50.351
3.5,0.5,4.5,0,10,90.0,12.063,14.8,11480.22,-1.31,11.276
3.5,0.5,5.0,18,11,45.5,4.904,7.59,10759.01,-1.19,6.361
3.5,0.5,5.0,22,11,63.6,8.838,9.44,10944.44,-0.85,11.127
3.5,0.5,5.0,25,11,90.9,78.552,12.09,11208.97,-0.15,78.893
3.5,0.5,5.0,30,11,90.9,52.468,16.37,11637.45,-0.31,52.358
3.5,0.5,5.0,0,10,90.0,12.342,15.15,11514.6,-1.31,11.538
3.5,0.5,5.5,18,11,45.5,5.169,8.12,10811.66,-1.19,6.802
3.5,0.5,5.5,22,11,63.6,9.283,9.98,10997.99,-0.85,11.758
3.5,0.5,5.5,25,11,90.9,82.07,12.64,11263.81,-0.15,82.472
3.5,0.5,5.5,30,11,90.9,55.156,17.23,11722.97,-0.31,55.092
3.5,0.5,5.5,0,10,90.0,12.975,15.99,11599.24,-1.31,12.182
3.5,0.5,6.0,18,11,45.5,5.434,8.64,10864.43,-1.19,7.244
3.5,0.5,6.0,22,11,63.6,9.728,10.52,11051.67,-0.85,12.39
3.5,0.5,6.0,25,11,90.9,85.597,13.19,11318.79,-0.15,86.06
3.5,0.5,6.0,30,11,90.9,57.857,18.09,11808.91,-0.31,57.84
3.5,0.5,6.0,0,10,90.0,13.396,16.55,11655.43,-1.31,12.61
3.5,0.6,4.0,18,11,45.5,4.336,6.46,10646.32,-1.19,5.416
3.5,0.6,4.0,22,11,63.6,7.892,8.3,10829.8,-0.85,9.776
3.5,0.6,4.0,25,11,90.9,71.057,10.92,11091.56,-0.15,71.231
3.5,0.6,4.0,30,11,90.9,46.535,14.48,11447.94,-0.31,46.298
3.5,0.6,4.0,0,10,90.0,10.939,13.27,11326.66,-1.31,10.106
3.5,0.6,4.5,18,11,45.5,4.687,7.17,10716.63,-1.19,6.005
3.5,0.6,4.5,22,11,63.6,8.471,9.01,10901.32,-0.85,10.619
3.5,0.6,4.5,25,11,90.9,75.575,11.65,11164.81,-0.15,76.011
3.5,0.6,4.5,30,11,90.9,49.683,15.52,11551.84,-0.31,49.62
3.5,0.6,4.5,0,10,90.0,11.893,14.58,11457.57,-1.31,11.103
3.5,0.6,5.0,18,11,45.5,4.828,7.43,10743.13,-1.19,6.227
3.5,0.6,5.0,22,11,63.6,8.714,9.28,10928.28,-0.85,10.936
3.5,0.6,5.0,25,11,90.9,77.528,11.92,11192.42,-0.15,77.813
3.5,0.6,5.0,30,11,90.9,51.592,16.09,11608.78,-0.31,51.441
3.5,0.6,5.0,0,10,90.0,12.092,14.81,11480.59,-1.31,11.279
3.5,0.6,5.5,18,11,45.5,5.093,7.96,10795.69,-1.19,6.668
3.5,0.6,5.5,22,11,63.6,9.158,9.82,10981.75,-0.85,11.566
3.5,0.6,5.5,25,11,90.9,81.043,12.47,11247.18,-0.15,81.387
3.5,0.6,5.5,30,11,90.9,54.275,16.94,11694.1,-0.31,54.169
3.5,0.6,5.5,0,10,90.0,12.725,15.65,11564.99,-1.31,11.921
3.5,0.6,6.0,18,11,45.5,5.358,8.48,10848.39,-1.19,7.11
3.5,0.6,6.0,22,11,63.6,9.603,10.35,11035.36,-0.85,12.198
3.5,0.6,6.0,25,11,90.9,84.566,13.02,11302.08,-0.15,84.969
3.5,0.6,6.0,30,11,90.9,56.97,17.8,11779.83,-0.31,56.91
3.5,0.6,6.0,0,10,90.0,13.102,16.15,11615.34,-1.31,12.305
3.5,0.8,4.0,18,11,45.5,4.285,6.36,10635.79,-1.19,5.328
3.5,0.8,4.0,22,11,63.6,7.808,8.19,10819.1,-0.85,9.65
3.5,0.8,4.0,25,11,90.9,70.354,10.81,11080.59,-0.15,70.516
3.5,0.8,4.0,30,11,90.9,45.468,14.14,11414.02,-0.31,45.213
3.5,0.8,4.0,0,10,90.0,10.688,12.93,11293.1,-1.31,9.85
3.5,0.8,4.5,18,11,45.5,4.585,6.95,10695.5,-1.19,5.828
3.5,0.8,4.5,22,11,63.6,8.304,8.8,10879.83,-0.85,10.366
3.5,0.8,4.5,25,11,90.9,74.166,11.43,11142.8,-0.15,74.575
3.5,0.8,4.5,30,11,90.9,48.254,15.06,11506.28,-0.31,48.164
3.5,0.8,4.5,0,10,90.0,11.556,14.12,11412.38,-1.31,10.759
3.5,0.8,5.0,18,11,45.5,4.675,7.11,10711.41,-1.19,5.962
3.5,0.8,5.0,22,11,63.6,8.464,8.96,10896.01,-0.85,10.556
3.5,0.8,5.0,25,11,90.9,75.48,11.59,11159.37,-0.15,75.656
3.5,0.8,5.0,30,11,90.9,49.842,15.52,11551.62,-0.31,49.613
3.5,0.8,5.0,0,10,90.0,11.595,14.13,11412.83,-1.31,10.762
3.5,0.8,5.5,18,11,45.5,4.94,7.64,10763.82,-1.19,6.401
3.5,0.8,5.5,22,11,63.6,8.908,9.49,10949.32,-0.85,11.184
3.5,0.8,5.5,25,11,90.9,78.988,12.14,11213.97,-0.15,79.219
3.5,0.8,5.5,30,11,90.9,52.514,16.37,11636.52,-0.31,52.328
3.5,0.8,5.5,0,10,90.0,12.224,14.97,11496.72,-1.31,11.402
3.5,0.8,6.0,18,11,45.5,5.205,8.16,10816.36,-1.19,6.841
3.5,0.8,6.0,22,11,63.6,9.353,10.03,11002.77,-0.85,11.814
3.5,0.8,6.0,25,11,90.9,82.504,12.69,11268.71,-0.15,82.791
3.5,0.8,6.0,30,11,90.9,55.2,17.22,11721.83,-0.31,55.056
3.5,0.8,6.0,0,10,90.0,12.515,15.36,11535.51,-1.31,11.697
