em,at,pb,mb,pm,sl,tp,ta,td,rl,rh,rs,rx,vm,dl,ds,pf,wr,np,n,dd
34,25,0.25,0.15,2.0,1.5,3.0,2.0,0.5,42,70,30,58,1.0,True,False,1.3587075450567019,60.0,2.32546582571631,15,-2.051783667794566
34,25,0.25,0.15,2.0,1.5,2.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3587075450567019,60.0,2.32546582571631,15,-2.051783667794566
50,20,0.15,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.357381186141808,36.0,7.330285910021285,25,-7.37992381002902
50,28,0.1,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3555459891119608,50.0,2.350426918748544,12,-3.156965236069397
34,20,0.15,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.3525674210359686,47.61904761904761,5.211723884117818,21,-6.334108086221296
34,20,0.15,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3516606164265872,54.54545454545454,4.432980953440147,22,-4.404187393280981
34,25,0.15,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.3510598531752775,33.33333333333333,6.499904044007089,24,-4.955336010654237
34,28,0.25,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3508742339383333,50.0,2.3831499193230776,12,-2.2248500476412136
50,28,0.25,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.3499830732755342,33.33333333333333,7.980259679281608,30,-6.658703928296634
34,33,0.1,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.345959913147306,58.333333333333336,1.8266364345731927,12,-2.132446808975637
34,33,0.15,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.345959913147306,58.333333333333336,1.8266364345731927,12,-2.132446808975637
34,28,0.25,0.15,2.0,1.5,2.0,2.0,0.5,42,70,30,58,1.0,True,False,1.3426730420441773,58.333333333333336,1.9529028486055904,12,-1.3746408852747027
34,28,0.15,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3396057966772452,50.0,1.5502785449257317,8,-2.2824072479287962
50,20,0.1,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.3341531799224682,52.17391304347826,4.531570492790015,23,-5.987696500418468
50,25,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.330591360663045,42.857142857142854,2.916684592419424,14,-3.1569652360693987
50,25,0.1,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.330024871302327,48.38709677419355,5.856193384973048,31,-5.179196485343559
50,20,0.25,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.3293146457012348,54.83870967741935,5.615928421455756,31,-7.169095750214141
34,25,0.25,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.327228638154102,33.33333333333333,7.557012096725248,30,-5.648504144400935
34,20,0.1,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.3270247451534305,52.63157894736842,6.779729665164232,38,-8.231479691215975
50,28,0.25,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.325579820259613,52.94117647058824,2.896047158220408,17,-2.418713893690289
50,28,0.1,0.15,2.0,1.0,3.0,2.0,0.5,42,70,30,58,1.0,True,False,1.3236153133948694,50.0,2.1309509416470975,12,-3.1569652360694014
50,28,0.1,0.15,2.0,1.0,2.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3236153133948694,50.0,2.1309509416470975,12,-3.1569652360694014
50,20,0.25,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.3220866897379009,45.45454545454545,7.423018076667086,33,-8.669039373185031
50,20,0.1,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.3189898895257146,50.0,8.362688646110055,44,-8.642477183739143
34,28,0.1,0.15,2.0,1.5,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.3184356717221886,60.0,2.7020896345623444,20,-3.0832756858711408
34,33,0.25,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.315416293275099,42.857142857142854,1.3999096851926514,7,-2.1710177915156637
50,25,0.15,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.3141171510429153,48.484848484848484,5.969383135386633,33,-5.179196485343559
34,20,0.15,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.3135797051888551,52.5,6.920179211604645,40,-9.266111134065731
34,25,0.25,0.15,2.0,2.0,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.3092838898476225,53.333333333333336,2.312917594188184,15,-2.1102306681043097
50,28,0.25,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.3085624176882653,47.05882352941176,3.101308987858065,17,-3.4286062175728333
34,33,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.3071882018828038,50.0,2.4851601674862103,14,-4.712850725269015
50,25,0.25,0.15,2.0,1.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.305905277060663,37.83783783783784,8.359521712595487,37,-6.291368933569179
50,20,0.1,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.3053774883744234,52.17391304347826,4.1278924555486265,23,-5.987696500418461
34,20,0.15,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.3039934887782219,50.0,7.609411320401923,42,-6.547867073364307
50,25,0.1,0.15,2.0,1.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.300482047751356,36.666666666666664,6.4893996204023825,30,-5.967934817996444
34,33,0.15,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.299559084490193,41.66666666666667,2.2555294324671378,12,-4.137381369837368
34,33,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.299559084490193,41.66666666666667,2.2555294324671378,12,-4.137381369837368
34,33,0.25,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2958017211006885,64.28571428571429,1.5548600763031208,14,-2.0535985446093665
34,28,0.25,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2930206208601556,57.692307692307686,3.5203718312477212,26,-3.2347763094697024
50,20,0.25,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2925440123292613,52.83018867924528,8.750026662594264,53,-10.977337122731589
34,28,0.25,0.15,2.0,1.5,3.0,2.0,0.5,42,70,30,58,1.0,True,False,1.291970665515207,58.333333333333336,1.6618578053425517,12,-1.4296853609202815
34,28,0.25,0.15,2.0,1.5,2.5,2.0,0.5,42,70,30,58,1.0,True,False,1.291970665515207,58.333333333333336,1.6618578053425517,12,-1.4296853609202815
34,28,0.25,0.15,2.0,2.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2888293840944272,58.333333333333336,1.5439986626209066,12,-1.168211646805883
50,28,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2882091273855538,48.38709677419355,5.217040335037418,31,-4.200539297951124
34,33,0.1,0.15,2.0,2.0,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.2878420268892434,66.66666666666666,1.2124318198602668,12,-1.2070864969504123
34,33,0.15,0.15,2.0,2.0,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.2878420268892434,66.66666666666666,1.2124318198602668,12,-1.2070864969504123
50,25,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2877581267736797,48.717948717948715,6.545532995783105,39,-4.687098432424325
50,28,0.25,0.15,2.0,1.0,2.0,2.0,0.5,42,70,30,58,1.0,True,False,1.2837972431352052,47.05882352941176,2.837927169663708,17,-3.288876341949444
50,20,0.15,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2810265015289375,43.47826086956522,4.482789806398887,23,-7.625015832982738
34,20,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2769708156473902,50.0,9.06197160111642,54,-8.352328092420194
34,28,0.15,0.15,2.0,1.0,3.0,2.0,0.5,42,70,30,58,1.0,True,False,1.2763453068472161,50.0,1.257004493991226,8,-2.282407247928795
34,28,0.15,0.15,2.0,1.0,2.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2763453068472161,50.0,1.257004493991226,8,-2.282407247928795
34,28,0.15,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2726409693158898,57.14285714285714,2.7096225283939748,21,-3.083275685871135
34,28,0.25,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2724093052251992,32.0,5.253780808679876,25,-5.648504144400935
50,28,0.15,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.2714525393498313,50.0,3.875829328821692,26,-4.112874954370089
34,20,0.25,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2703474542359843,33.33333333333333,11.365588769212556,51,-11.040986009567327
50,20,0.15,0.15,2.0,1.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2691191838895715,37.77777777777778,9.605625112406251,45,-12.69476542983804
34,25,0.25,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2687492701256127,57.57575757575758,4.084272103230523,33,-3.2347763094697024
50,20,0.25,0.15,2.0,2.0,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.266103695719464,48.275862068965516,4.506944843554884,29,-6.792231500302439
50,20,0.15,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.265860622086473,48.0,4.273518511640596,25,-7.964879822942146
34,20,0.1,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.259993272181561,64.1025641025641,3.982425843095607,39,-6.814549148099945
50,25,0.1,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2597078296226452,42.857142857142854,2.5018912005252605,14,-4.01918526689923
50,20,0.1,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2571846697803473,47.82608695652174,3.79511695893867,23,-6.915410541157731
34,20,0.15,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2571210019032264,64.28571428571429,4.24900549643111,42,-7.229812219545037
50,20,0.15,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2561144691593304,48.93617021276596,7.298079780596327,47,-8.544790549870022
50,33,0.25,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2552799920229658,40.0,1.6389072636592026,10,-3.1157214926273675
50,28,0.25,0.15,2.0,2.0,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2536111956828246,47.05882352941176,2.437647953622309,17,-3.1286829170068184
34,20,0.1,0.15,2.0,1.0,2.0,2.0,0.5,42,70,30,58,1.0,True,False,1.2529898008303313,52.63157894736842,2.9464206755267153,19,-4.788222363665062
34,20,0.1,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2517177066491048,32.432432432432435,7.489833999245839,37,-8.81771943056015
34,25,0.25,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2508406538187238,63.63636363636363,3.2249738047343457,33,-3.552913612620607
50,20,0.1,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2508232417065321,42.857142857142854,3.6635502800593347,21,-6.571671108685094
34,28,0.25,0.15,2.0,2.0,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.2484272143479016,65.38461538461539,2.3663987390468537,26,-2.041608487727724
34,28,0.25,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2481953775417052,58.333333333333336,1.4156392504583346,12,-1.4726551393074236
50,28,0.15,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2472383234616804,46.15384615384615,1.9486155094654714,13,-3.0941147663777904
50,25,0.1,0.15,2.0,1.0,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2457233903855516,31.03448275862069,5.530210918515768,29,-5.451167386512287
34,28,0.1,0.15,2.0,2.0,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.2453372142147936,65.0,1.8025128766774832,20,-2.04160848772773
50,28,0.1,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.244839627751658,56.00000000000001,2.846185954357934,25,-4.182278884390732
34,20,0.1,0.15,2.0,2.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2440391577970802,57.89473684210527,2.1115389841433716,19,-4.21056053346592
34,25,0.1,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.243946337430184,56.00000000000001,2.8582747263098645,25,-4.088970261665241
50,20,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2431497081928358,49.122807017543856,8.457524982855192,57,-9.324411796473816
50,20,0.25,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2423587327299315,46.15384615384615,8.21027469412824,52,-11.318037037188258
34,20,0.25,0.15,2.0,2.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2423568754421253,52.17391304347826,6.09281685836646,46,-9.978284474973341
50,28,0.25,0.15,2.0,1.0,2.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2405038219276037,47.05882352941176,2.400324931835221,17,-3.288876341949449
50,28,0.25,0.15,2.0,1.0,3.0,2.0,0.5,42,70,30,58,1.0,True,False,1.2405038219276037,47.05882352941176,2.400324931835221,17,-3.288876341949449
34,20,0.15,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.239642781344154,40.54054054054054,6.051213757952864,37,-8.631491302522388
50,20,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2361024279075539,50.0,4.833643031102638,34,-6.689447618476116
34,28,0.25,0.15,2.0,1.5,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2332796331109477,58.333333333333336,1.3298622975241596,12,-1.472655139307441
34,28,0.25,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,True,1.2327233261555242,50.0,3.439840200803119,26,-4.06702763694025
34,28,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.231048441098791,40.0,3.04320822840009,20,-4.115521832953298
34,20,0.25,0.15,2.0,2.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2286492166232303,57.446808510638306,5.140315670040218,47,-9.493615505598502
50,28,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2226908178063172,40.0,3.6694618612848533,25,-4.112874954370109
34,25,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.222293758806946,40.0,3.689597846864945,25,-4.725765363665968
50,20,0.15,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.22086635660552,50.0,3.5046004345246367,26,-6.271908846957505
50,25,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2207202797614862,47.61904761904761,2.6907381564800015,21,-2.4141317918569394
50,20,0.25,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2203857999499377,40.816326530612244,7.610158517235796,49,-10.632555032568838
50,33,0.1,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2199970745066129,44.44444444444444,1.1755237573085104,9,-2.079442844968714
50,33,0.15,0.15,2.0,1.5,2.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2199970745066129,44.44444444444444,1.1755237573085104,9,-2.079442844968714
34,20,0.1,0.15,2.0,2.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2198477023178373,51.35135135135135,4.4263092268511715,37,-7.988945014999831
34,20,0.1,0.15,2.0,1.5,3.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2190913881557799,40.0,5.219676369950612,35,-7.589623339336369
34,20,0.25,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2190071104240194,64.28571428571429,2.3720826166409097,28,-4.257283862484182
50,20,0.15,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2178677260325415,44.0,3.9538971873216178,25,-8.335599252370624
50,20,0.25,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2169968223343761,50.0,4.428798455859415,34,-6.689447618476079
34,20,0.1,0.15,2.0,1.0,3.0,2.0,0.5,42,70,30,58,1.0,True,False,1.2158526373641068,52.63157894736842,2.508356769496022,19,-5.193373343541856
34,20,0.1,0.15,2.0,1.0,2.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2158526373641068,52.63157894736842,2.508356769496022,19,-5.193373343541856
50,28,0.25,0.15,2.0,1.0,1.5,99.0,0.5,42,70,30,58,1.0,True,False,1.2122379504396752,47.05882352941176,2.1268381976601267,17,-3.28887634194944
34,20,0.15,0.15,2.0,2.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2114046342297982,51.28205128205128,4.526785905617344,39,-8.99685903567075
50,28,0.15,0.15,2.0,2.0,3.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2113037142140652,46.15384615384615,1.581817185744876,13,-3.062679780281905
50,28,0.1,0.15,2.0,1.5,2.0,99.0,0.5,42,70,30,58,1.0,True,False,1.2111035184904528,50.0,1.352939813097619,12,-3.094114766377789
50,33,0.1,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2105380621576611,40.0,2.028302550678982,15,-5.1352560634352615
50,33,0.15,0.15,2.0,1.0,2.0,99.0,0.5,42,70,30,58,1.0,True,True,1.2105380621576611,40.0,2.028302550678982,15,-5.1352560634352615
50,25,0.25,0.15,2.0,1.0,1.5,2.0,0.5,42,70,30,58,1.0,True,False,1.2077970472701602,47.61904761904761,2.53045814021898,21,-2.4141317918569483
34,28,0.15,0.15,2.0,2.0,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.2060244960799076,61.904761904761905,1.7488831190788188,21,-2.0416084877277108
50,20,0.25,0.15,2.0,1.5,1.5,99.0,0.5,42,70,30,58,1.0,True,True,1.204968924097453,58.18181818181818,5.562909242896112,55,-10.173561896256807
50,25,0.15,0.15,2.0,1.0,2.5,99.0,0.5,42,70,30,58,1.0,True,True,1.204823843760615,35.483870967741936,4.760407193587925,31,-7.494666390875539
